id	motivo	tab1	label
2245	es muy buena	producto	5
2246	repiten simultaneo igual pelicula en dos canales.  poca variedad . 	contenido	1
2247	estoy muy conforme com uds.	producto	5
2248	se corta mucho y es inestable el servicio de internet	servicio	7
2249	agreguen mas canales	contenido	1
2250	no es facil el manejo para el usuario 	funcionalidad	3
2251	the connection is cut off and all goes black too frequently.	servicio	7
2252	el servicio es excelente	servicio	7
2253	funciona muy mal 	servicio	7
2254	nunca funciona correctamente	servicio	7
2255	no puedo ver flow en mi iphone.	flow app	2
2256	que no encuentro buenas peliculas para ver	contenido	1
2257	el servicio 	servicio	7
2258	mala atenciÛn, mal servicio 	relacionamiento	6
2259	no puedo entrae a la paguina	otros	9
2260	muchos problemas con el deco, se tilda mucho.	servicio	7
2261	me gusta pero cada vez hay qe suscribirse a mas cosas 	contenido	1
2262	tengo que reiniciarlo muy seguido	servicio	7
2263	porque muchas veces que quiero ver series del mismo dÌa pero de m·s temprano se le corta la voz y contin˙a asÌ toda la serie	servicio	7
2264	se corta muy seguido 	servicio	7
2265	no le gusta la guia. la tv enciende con publicidad. la guia no se puede configurar. cobran mas caro y es menos versatil	precio	4
2266	no logro utilizarla. me dicen que baje la aplicacion pero no la encuentro. 	flow app	2
2267	tengo flow pero termino viendo solo algunos programas de aire y el resto todo netflix.	contenido	1
2268	se desconecta mucho el decodificador y funciina en modo sin conexion todo el tiempo	servicio	7
2269	me parece muy caro el servicio	precio	4
2270	el mal funcionamiento del decodificador. el calor que genera. su tamaÒo, la cantidad de cables y trafos que requiere el dispositivo. se tilda todo el tiempo y hay que adivinar el procedimiento para restablecer su funcionamiento. al final, pago por un servicio inestable, adem·s de haberme convertido en soporte tÈcnico del servicio.	servicio	7
2271	se cae, se tilda, se prende solo y adem·s esta caro.	precio	4
2272		otros	9
2273	estoy intentando acceder a un beneficio por tener celular personal y contar con flow y no me dan respuestas. es muy dificil acceder al beneficio.	relacionamiento	6
2274	nunca vinieron a las 3 visitas tÈcnicas que acordamos.	relacionamiento	6
2275	cada vez que lo quiero usar, falla algo	servicio	7
2276	pÈsimo funcionamiento del deco, velocidad de internet que no es la contratada y precio muy elevado.	precio	4
2277	rescatable es la definicion de la pantalla,  los temas no me atraen	contenido	1
2278	todos los dias tiene un problema y debemos reiniciar o llamar a cablevisi„ìn 	servicio	7
2279	el deco anda mal constantemente y hay que desenchufarlo para que vuelva a andar y el contenido es cada vez mas obsoleto	contenido	1
2280	se clava todo el tiempo la app y con crhomecast algunos canales estan en ingles.  	flow app	2
2281	el deco se cuelga cuando quiero retroceder	servicio	7
2282	la aplicaciÛn no funciona solo con internet	servicio	7
2283	debo resetearlo siempre	servicio	7
2284	mi codificador siempre anduvo mal.. me cobran fortunas y tengo un monton de canales q no puedo ver	precio	4
2285	no funciona la transmision de pantalla y el box es muy lento.	servicio	7
2286	a vece hay problemas de coneccion. la programacion es poco.variada. es muy caro. 	precio	4
2287	programacion , promociones  	contenido	1
2288	permite ver programas ya emitidos y tiene buena calidad de imagen 	funcionalidad	3
2289	no funciona bien. en muchos canales falla	servicio	7
2290	no me gusta el servicio	producto	5
2291	siempre se corts la seÒal	servicio	7
2292	desde la ˙ltima actualizaciÛn cdo se enciende tiene un volumen al m·ximo.	servicio	7
2293	funciona muy mal	servicio	7
2294	se corta mucho, se reinicia solo	servicio	7
2295	desde hace unos meses, se cuelga a cada rato	servicio	7
2296	no me parece muy amigable su menu, busqueda y la varidad de opciones	funcionalidad	3
2297	lento	servicio	7
2298	me parece muy complejo el tema de buscar series y pelÌculas como que cuando volves a ver ya las sacaron	precio	4
2299	funciona horriblemente mal, muy lento se corta por momentos 	servicio	7
2300	el contenido no se muy atractivo	contenido	1
2301	porque yo no uso flow, por lo tanto no lo puedo recomendar	no lo uso	0
2302	el deco no funciona y me corta la seÒal todo el tiempo	servicio	7
2303	muchas idas y vueltas con las promos. facturan mal y hay que volverse loco para que refacturen. lo hacen a proposito. al que protesta le devuelven la plata y al otro lo estafan directamentea	relacionamiento	6
2304	no tiene nada novedoso	contenido	1
2305	se corta demasiado amenudo	servicio	7
2306	el servicio prestado 	servicio	7
2307	muy malo el servicio para reclamos, demoras, informalidad en visitas tÈcnicas y pobre orogramacion	relacionamiento	6
2308	no hay peliculas insteresantes para ver y ademas son viejisimas	contenido	1
2309	nunca funciona. 	servicio	7
2310	hace 20 dias wue no tengo internes 	servicio	7
2311	„ötil 	producto	5
2312	buen servicio pero alto costo	precio	4
2313	estoy muy conforme	producto	5
2314	ninguno	otros	9
2315	problemas tecnicos y precio	precio	4
2316	el deco tengo que reiniciarlo diario se queda pegado a veces	servicio	7
2317	las ˙ltimas semanas el servicio fue bastante ineficiente, con cortes en varios dias	servicio	7
2318	cuesta entrar tarda mucho tiempo	servicio	7
2319	mal servicio	servicio	7
2320	si un dÌa no lo uso hay que resetear el equipo para usarlo	servicio	7
2321	tiene problemas todo el tiempo	servicio	7
2322	les falta desarrollo	otros	9
2323	no tiene contenido interesante	contenido	1
2324	muchos problemas con el deco	servicio	7
2325	se tilda 	servicio	7
2326	no puedo tener en mi celular 	flow app	2
2327	es muy caro y cada vez ofrece menos y se cuelga mucho el deco, lo tengo que reiniciar permanentemente	precio	4
2328	no puedo ver flow en mi pc, no se carga. en mi celular no hay problemas	flow app	2
2329	hay errores	servicio	7
2330	el decodificador siempre est· en el dÌa anterior en el horario en que apague el televisor	servicio	7
2331	es costoso	precio	4
2332	codificador anda mal	servicio	7
2333	facturaciÛn confusa, reclamos de cobranza por importes mayores a los adeudados	precio	4
2334	no estoy muy conforme	otros	9
2335	precio muy alto luego del periodo de 12 meses	precio	4
2336	"permite acceder desde diversos dispositivos, sin embargo hay cosas a corregir: (a) desde el exterior no pude conectarme al servicio, (b) no son pocas las veces que se ""tilda"" la aplicaciÛn y a veces obliga a reiniciar, (c) adelantar o atrasar muchas veces es muy engorroso solo de a 10 segundos"	producto	5
2337	al ver la programaciÛn a traves del equipo cae notablemente el volumen del televisor. es bastante invasiva la publicidad al iniciar el equipo	servicio	7
2338	me gustarÌa un mejor contenido.	contenido	1
2339	caro, lento,  no funciona xasi ningun comando, peliculas muy viejas y repetidas.	precio	4
2340	funcionamiento del deco	servicio	7
2341	excelente	producto	5
2342	se cuelga todo el tiempo y eligen el peor momento para mandar actualizaciÛnes	servicio	7
2343	desde el s·bado 23/10 que no me funciona el servicio flow. reclamos de por medio aun no tengo respuestas	relacionamiento	6
2344	el decodificador por momentos no funciona bien ,ademas la fecha y horario que debe aparecer no funciona.	servicio	7
2345	se tiene que apagar mÌnimo una vez por semana, hay veces que dos veces en un dÌa	servicio	7
2346	el alto costo	precio	4
2347	que se corta la transmisiÛn a cada rato. 	servicio	7
2348	pesimo servicio	servicio	7
2349	ragalado sigue siendo caro. no lo vale	precio	4
2350	se traba muchas veces	servicio	7
2351	muchas veces no puedo regresar a un programa o me pone erros s1085 oalgo parecido	servicio	7
2352	la imgen es buena pero se tilda demasiado	servicio	7
2353	regular atencion .	relacionamiento	6
2354	tarda mucho en cargar y suele necesitar reinicio permanentemente, ademas del costo que, de no ser por un combo con internet, serÌa excesivamente alto	precio	4
2355	porque la instalaron de prepo yo tenia digital y me encajaron flow que sale una fortuna	precio	4
2356	me sigue sin funcionar internet, hace 1 semana 	servicio	7
2357	ultimamente no funciona bien	servicio	7
2358	peliculas viejas y series malas	contenido	1
2359	no lo sÈ manejar	funcionalidad	3
2360	no cumple con mis expectativas.....muy pocas opciones	producto	5
2361	solo de vez en cuando te deja grabar, retroceder y se reinicia casi todos los dias	servicio	7
2362	cuando detengo un programa que estoy viendo lo retomo y al rato vuelve al vivo y me pierdo todo lo que lo detuve , , no sirve!!!!!	funcionalidad	3
2363	el manejo de la aplicaciÛn es lento y poco pr·ctico. es muy antiguo, tambiÈn.	servicio	7
2364	se reinicia cada 2x3 el deco, se desincroniza el audio con la imagen, esta lento desde la ultima actualizacion	servicio	7
2365	no es muy amigable la plataforma 	funcionalidad	3
2366	tiene buenos contenidos pero la app es muy poco amigable y es muy dificil encontrar las series, peliculas, etc	contenido	1
2367	es malisimo, se vuelve lento y que apagarlo cada 2 dias	servicio	7
2368	flow se cuelga constantemente, anda mal, mal la hora, mal la grilla de programacion. sumado a que depende de internet, casi todo los dias tengo problemas de xonexion, me quedo sin internet, por ende sin tv flow	servicio	7
2369	no se como entrar en flow para ver peliculas o series	funcionalidad	3
2370	en servicio es bueno pero caro	precio	4
2371	con frecuencia se tilda  supuestamente tengo 100 megas de internet y se tilda 	servicio	7
2372	funciona muy mal, se cuelga, se reinicia y la ˙ltima actualizaciÛn fue muy mala, si que es un producto que no recomiendo	servicio	7
2373	que se traba muy seguido el deco . hay que desconectarlo y que reinicie	servicio	7
2374	el deco es muy malo. muy lento, poca vel. para retoceder Û adelantar programas, poco buffer (menos de 24hs) y al reiniciarse, se activa al 100% de volumen... telecentro tiene un producto muy superiror.	servicio	7
2375	que ˙ltimamente para que funcione la aplicaciÛn en el celular tengo que desinstalar y volver a instalar	flow app	2
2376	lo veo muchas veces pixelado y el control me parece complicado. caro	precio	4
2377	siempre se corta, y cuando llamo me lo resetean ..pero la mayorÌa de las noches no me funciona 	servicio	7
2378	muy mal volumen, elndeco se tilda. difÌcil atrasar algo que se esta viendo	servicio	7
2379	no  te deja ver los programas ni avanzar en las publicidades	servicio	7
2380	ultimente la aplicaciÛn se tilda muchisimo y no podes ver un programa tranquilo 	servicio	7
2381	todo lo que ponen es muy viejo	contenido	1
2382	muy mal servicio post venta, me canse de hacer reclamos de problemas con internet y por consiguiente con el servicio flow y no terminan de solucionarlo, al punto de solicitar la baja del servicio, hoy en dia tengo otra operadora de cable	relacionamiento	6
2383	la app no funciona bien, casi nunca conecta bien con los dispositivos como chromecast	flow app	2
2384	porque me es imposible comunicarme via telefonica para dar de baja un servicio	relacionamiento	6
2385	no se puede programar grabciones-solo tienen 24 hs hacia atras-regular atencion al cliente	servicio	7
2386	es un desastre su funcionamiento y atenciÛn al cliente	servicio	7
2387	hace meses que estamos teniendo problemas ya vinieron tÈcnicos y la soluciÛn es de unos dÌas. siempre  tenemos que desconectar el dispositivo esperar unos segundos y volver a conectar para que funcione	relacionamiento	6
2388	porquÈ me encanta	producto	5
2389	no es muy bueno el servicio, se corta mucho y no se pueden utilizar las ventsjas de flow	servicio	7
2390	la tardanza en solucionar el.problema. y langrbacion que te ponen. nafie te atiende	relacionamiento	6
2391	tiene cortes internet	servicio	7
2392	pocas opciones importantes en la programciÛn. mal diseÒada la p„†gina de inicio: confusa y dificil	contenido	1
2393	se corta a cada rato, el menu de se configura todos los dias...llamo y no me dan solucion 	servicio	7
2394	las peliculas se repiten constantemente 	contenido	1
2395	costo	precio	4
2396	est·n brindando un muy mal serviciÛ	servicio	7
2397	las pelÌculas son muy viejas, falta actualizaciÛn y faltan capÌtulos de algunas series	contenido	1
2398	hace meses que estoy haciendo un reclamo para que me cambien un conversor ( tengo 2) que se queda sin volumen	relacionamiento	6
2399	no anda bien, es super lento, se tilda, se pone la cartelera sola. una porqueria	servicio	7
2400	nunca puedo pausar un programa	servicio	7
2401	el servicio no es bueno,  la guÌa de programacion no corresponde con los programas que se emiten.  cuando quiero ver programas pasados se tilda y cuece al inicio.  quedan mundos de canal como en memoria y cuando marcas el numero te lleva a cualquier otro	servicio	7
2402	no hay un dia que funcione bien	servicio	7
2403	se tilda constantemente el flow box	servicio	7
2404	aparato obsoleto	servicio	7
2405	el servicio no es lo suficiente bueno 	servicio	7
2406	que antes podia ver los progamas atrasados ahora no	servicio	7
2407	muchas veces hay problemas. se corta, o no se pueden ver contenidos ya emitidos (una de las principales razones para tener flow). se cuelga cargando. el sonido de las pelÌculas es malo y muchas no tienen la opciÛn de subtÌtulos.	servicio	7
2408	muy pobre en pelÌculas  y series, algunas peliculas sin subtitulado directo	contenido	1
2409	la falat de fidelidad y empatia para con los usuarios, y la dicÛtomia de cada operador del call center en cuanto a la respuesta	relacionamiento	6
2410	se corta mucho	servicio	7
2411	no funciona bien. hay canales que no se ven. es necesario apagar el modem.	servicio	7
2412	flow no funciona bien, se corta, muchas veces no puedo ver un programa anterior, resetean cada dos por tres, etc	servicio	7
2413	siempre hay problemas con el streaming, los subtitulos no estan sincronizados o aparecen solo la mitad	servicio	7
2414	anda como el orto	servicio	7
2415	no funciona muchas veces bien y es carisimo	precio	4
2416	muyy caro!	precio	4
2417	repiten y repiten	contenido	1
2418	valor del servicio	precio	4
2419	porque la verdad que cada dia funciona peor, se cuelga, no me responde el control y tengo que reiniciarlo	servicio	7
2420	cada dÌa tiene menos contenidos y no anda muy bien. la plataforma es muy poco amigable!	contenido	1
2421	no me gusta que saquen canales como el 261-263 y no cambie el monto del servicio	producto	5
2422	con frecuencia,baja seÒal. mucha publicidad, incluso en medio de la pantalla de una pelÌcula. no deberÌa haber publicidades!!	servicio	7
2423	muy buena y normal	producto	5
2424	a veces se corta la seÒal 	servicio	7
2425	tengo buena conexiÛn y variedad de programas videos etc	contenido	1
2426	no funciona del todo bien, hay que desconectar y volver a conectar constantemente.	servicio	7
2427	funciona correctamente y tiene una amplia programaciÛn	contenido	1
2428	es lento y siempre hay que resetear el equipo. es caro el servicio y pobre la funcionalidad 	precio	4
2429	la facilidad de acceder desde distintas plataformas	producto	5
2430	se cuelga seguido. a veces no funciona. sobre todo el futbol	servicio	7
2431	buen  servicio 	servicio	7
2432	se corta constantemente	servicio	7
2433	anda muy lento	servicio	7
2434	faltarÌa la integraciÛn de paramount + en las app de flow o en la grilla de canales, y  en algunos dispositivo de dificulta entrar a flow web  	producto	5
2435	muy caro 	precio	4
2436	no siempre me funciona bien cuando quiero repetir  programas que fueron de mi interes	servicio	7
2437	es pÈsimo el servicio 	servicio	7
2438	no le doy mucho uso	no lo uso	0
2439	una porquerÌa el sistema de grabaciÛn el deco funciona cuando quiere 	servicio	7
2440	no siempre tengo buena programaciÛn. muy caro	precio	4
2441	nunca me explicaron bien cÛmo usarlo! hay q ser m·s cordial con la gente mayor 	precio	4
2442	producto caro, constantemente tiene inconvenientes para usarlo, cuando uno llama a servicio tÈcnico nunca solucionan el problema	precio	4
2443	contenido de peliculas viejas	contenido	1
2444	los valores que estan cobrando	precio	4
2445	se corta, se reinicia y tarda en volver a comenzae	servicio	7
2446	la gran mayoria de peliculas son idoma extranjero , sufro de atismatismo y no puedo leer los subtitulos	servicio	7
2447	contenido flojo	contenido	1
2448	vinieron a hacer la instalaciÛn y jam„Ås funcionÛ hace ya 2 semanas	servicio	7
2449	me instalaron decodificadores que no funcionaron bien durante 6 meses y nunca resolvieron el problema, comunicarme con la empresa roza lo imposible y la velocidad de internet es muy pobre.	relacionamiento	6
2450	se tilda, a veces el dispositivo no responde	servicio	7
2451	anda mal la aplicaciÛn, hay q reiniciar casi todos los dias y hay pelÌculas dobladas!!!	servicio	7
2452	me anda s˙per mal al igual que el mÛdem, ya reclame varias veces y sigue igual de mal	servicio	7
2453	interfaz anticuada. para llegar a grabaciones es muy complicado	funcionalidad	3
2454	el buen servicio	servicio	7
2455	muy buen servicio	servicio	7
2456	no tiene nada fant·stico que uno diga wuau, es una plataforma m·s	producto	5
2457	tengo que reiniciar todos los dÌas el deco	servicio	7
2458	hace 2 mese  no anda y esta sin uso	servicio	7
2459	flow ha ido mejorando desde una plataforma imposible de usar por el lag, hasta alo medianamente correcto. las oportunidades de mejora desde mi punto de vista: 1) mejorar muchisimo el contenido para competir con disney, amazon prime etc 2) que pueda usarla si estoy de viaje	contenido	1
2460	muy  poco interesante. han sacado por flow , canales de los paquetes especiales. cada rato  interrumpen una pelÌcula , oprograma 	contenido	1
2461	porque su programaciÛn deja mucho que desear por ser muy repetitiva y no es variable, tanto en series cÛmo pelÌculas y muchos canales codificados que hay que pagar un plus para acceder a ellos	contenido	1
2462	se cuelga seguido	servicio	7
2463	no funcionan correctamente se tildan siempre	servicio	7
2464	no funciona	servicio	7
2465	siempre se traba, se tilda, grabas cosas que despues no podes ver, muchas veces las opciones de rebobinar o adelantar no funcionan y si queres ver alguna programacion ya emitida casi siempre sale error. 	servicio	7
2466	el servicio funciona bastante mal	servicio	7
2467	no se entiende	funcionalidad	3
2468	muy caro  a mi entender y no me gusta la programacion 	precio	4
2469	mal servicio y atencion	relacionamiento	6
2470	mal servicio por el precio	precio	4
2471	exelente 	producto	5
2472	se tilda, queda la pantalla negra, piensa, se reinicia solo...	servicio	7
2473	casi todos lis dias tengo que desenchufar para que se conecte flow	servicio	7
2474	nunca funciona se cuelga.se sale de lo q estoy vendo si logro tener coneccion 	servicio	7
2475	los contenidos	contenido	1
2476	mala seÒal de internet. conectividad. 	servicio	7
2477	falla e el software y el costo es excesivo	precio	4
2478	buen contenudo. conexion y deco con muchos cortes y desprogramacion	servicio	7
2479	no funciona bien se cuelga nadie atiende los telÈfonos es imposible comunicarse con la empresa, prometen venir y no vienen es m·s voy a terminar haciendo un reclamo.a defensa del consumidor	servicio	7
2480	buen servicio pero su costo es muy alto	precio	4
2481	se inhabilita solo, hay que resetearlo casi diariamente. se queda tildado algunas veces.	servicio	7
2482	no es facil guardar programas y es corto el periodo para ver un programa pasado	funcionalidad	3
2483	es lentÌsimo a comparaciÛn de movistar 	servicio	7
2484	el valor. quisiera obtener descuentos para no suspender el servicio.	precio	4
2485	meh	otros	9
2486	muy caro	precio	4
2487	no hay d„ça que , en alg„ön momento .me tire que no tengo internet...	servicio	7
2488	cambiaron el men˙ de subtÌtulos 	funcionalidad	3
2489	la seÒal siempre es debil, muy pocas veces se ve en toda su potencia, hay como microcortes y caidas de imagen	servicio	7
2490	no tiene muchas novedades	contenido	1
2491	variedades de contenido	contenido	1
2492	se cuelga la imagen, u todos los dias a las 01.50 hs se reinicia el sistema haciendote perfer parte de lo que estas mirando	servicio	7
2493	es caro y no funciona bien	precio	4
2494	fallas muy seguidas (lento, fallas de inicio de deco, contenido basico, muy caro.)	precio	4
2495	lento, inestable, se desconecta. caro, muy caro. lamentablemente es necesario para estar conectado	precio	4
2496	la burla, la estafa de la repeticiÛn continua de pelÌculas y series	contenido	1
2497	me gusta la posibilidad de ver contenido cuando quiero	funcionalidad	3
2498	error de excesos de accesos	funcionalidad	3
2499	el costo	precio	4
2500	porque desde q me lo instalaron nadie me explico como usarlo.	funcionalidad	3
2501	no veo que sea algo extraordinario, y de repente un dÌa se apago solo, despuÈs lo prendÌ y funcionÛ bien, pero ahora no copia la tv y enciendo por separado y varias veces debo apagarlo y encenderlo para que funcione .	servicio	7
2502	nunca lo usÈ, no sÈ cÛmo se hace	no lo uso	0
2503	el deco es muy lento y cada tanto se tilda	servicio	7
2504	es caro y no tiene la tecnologia importante que tenia antes	precio	4
2505	no es del todo fluido y a veces se tilda al punto de tener que reiniciar el decodificador	servicio	7
2506	hace 20 dias que reclamo y no tengo el servicio de flow	relacionamiento	6
2507	buen servicio	servicio	7
2508	se cae la senial muy seguido	servicio	7
2509	sino tenes los canales premiun es poco lo que hay para ver, es incomoda la forma de selecciÛn de programas, no se puede elegir el idioma, no hay trailers	contenido	1
2510	se corta bastante, los aparatos que te dan son lentos, la app a veces no funciona.	servicio	7
2511	muchas pelÌculas en inglÈs,te dirÌa las mejores pelÌculas	contenido	1
2512	precio muuuuuuuy elevado	precio	4
2513	no me funciona bien y han venido ya a arreglarlo supuestamente	relacionamiento	6
2514	no me gusta el contenido	contenido	1
2515	hay problemas en algunos canales	servicio	7
2516	el decodificador es pÈsimo, continuamente tengo que desenchufar y enchufar el aparato para que funcione	servicio	7
2517	la idea del servicio es muy buena, pero contiene muchos errores, la sincronizaciÛn falla muchas veces cuando uno estaba viendo contenido en una plataforma y luego quiere seguir viÈndolo en otro. las grabaciones fallan bastante y no es posible verlas en todas las plataformas.	servicio	7
2518	servicio con fallas tÈcnicas recurrentes	relacionamiento	6
2519	no funciona bien	servicio	7
2520	genere usuario y contraseÒa y jam·s pude usarlo en mÌ dispositivos mÛvil. tampoco supieron resolver o darme una soluciÛn  acertada	flow app	2
2521	nunca me cambiaron el control. 3 veces tenian q venir y no lo hicieron	relacionamiento	6
2522	no  es un programa din·mico 	funcionalidad	3
2523	el control no anda bien. el menu lleva tiempo moverse. al prenderse va al menu cuando quisiera que por defecto vaya directamente al ultimo canal para evitar tener que presionar cancelar en el control, doble trabajo para prender la tele	servicio	7
2524	no  funciona , queres retroceer no funciona, queres grabar no funciona.	servicio	7
2525	nunca me anduvo .y el service avise varias veces y nunca llego	servicio	7
2526	lo descos son antiguos y no mueven la app con fluides es una verguenza que actualiza la app peor no lo decos. estoy pensando en dar de baja es imposible navegar ya!	servicio	7
2527	anda re mal, o no se si es internet, este finde  dio asco	servicio	7
2528	se cortan los canales, se quedan sin sonido, y tengo que reiniciar seguido el equipo para que funcione bien	servicio	7
2529	no est· andando bien el deco	servicio	7
2530	nunca funcionan los conversores	servicio	7
2531	cambio varias veces de codificador	servicio	7
2532	hasta el momento no encontrÈ una pelÌcula que me interesara	contenido	1
2533	se interrumpe la transmisiÛn diariamente y debo reiniciarlo permanentemente 	servicio	7
2534	mal servicio	servicio	7
2535	se traba, es lento y costoso, lo actualizaron y fue para peor,	servicio	7
2536	se corta muy seguido y por mucho tiempo	servicio	7
2537	malisimo flow! se cuelga mucho para lo que vale. me anda mejor la tete que tengo sin flow.	servicio	7
2538	muy caro y no anda muy bien 	precio	4
2539	no recomiendo cable ni nada solo cuento mis experiencias	otros	9
2540	no funciona bien.  seÒal mala	servicio	7
2541	porque tenÈs todo al alcance de una pantalla	funcionalidad	3
2542	no me agrada el contenido en pelÌculas y series. no me gusta que en xablevision no flow no existan canales muy importantes como  la nacion+. el rango de sonido es muy bajo  y reclame en carias oportunidades y el compromiso de resolverlo nunca se cumpliÛ.	contenido	1
2543	siempre anda mal el flow y tengo que perder un mont„ìn de tiempo reclamando. aparte, es muy caro para el mal servicio que est„Ån prestando.	precio	4
2544	anda re mal el aparato, llame para que lo resuelvan y me dijeron que asÌ estaba bien.	servicio	7
2545	todo el pack es muy bheno	producto	5
2546	el sistema no es amigable 	funcionalidad	3
2547	es lento, se cuelga, poco intuitivo, se reinicio todos los dias	servicio	7
2548	tengo muchos problemas con flow cuando grabo una serie o una pelicula!!!	contenido	1
2549	diariamente debo desenchufarlo para que funcione correctamente	servicio	7
2550	ultimamente esta fallando bastante , desde que se paso a personal	servicio	7
2551	me parece muy amigable........	funcionalidad	3
2552	hay muy pocas series y pelÌculas interesantes	contenido	1
2553	a veces no funciona  y hay que apagar todo y esperar que arranque o llamar x tel al servicio tÈcnico para que emita una seÒal 	servicio	7
2554	repiten la misma peliculas	contenido	1
2555	faltan mejoras en los decodificadores.	servicio	7
2556	hay veces que son peliculas muy repetidas	contenido	1
2557	se cuelga y a veces no prende. hay opciones mejores m·s baratas	servicio	7
2558	la interface del box es bastante mala.. por web o app es m·s cÛmodo	funcionalidad	3
2559	el corte de internet fines de semana  o a la tardecita durante la semana, por ejemplo en mi casa se trabaja con internet	servicio	7
2560	servicio malÌsimo, hace 3 aÒos que funciona mal y	servicio	7
2561	es muy caro. no dan todos los partidos de football m·s importantes. el men˙ para buscar series y pelÌculas es molesto.	precio	4
2562	el aparato se queda pegado	servicio	7
2563	sin poder ver la tv no pieden solucionar el inconveniento	relacionamiento	6
2564	atenciÛn servicio y costos 	servicio	7
2565	el decodificador se cuelga mucho, se reinicia solo y en muchas ocasiones no responde y me lleva a apagarlo y prenderlo  o en el peor de los casos a reiniciarlo.	servicio	7
2566	el 2/9 me dieron una promociÛn que no cumplieron, ahora me est·n cobrando lo no pactado.	relacionamiento	6
2567	me cobran una fortuna y el servicio es peor que malo	precio	4
2568	costo alto	precio	4
2569	cortes de serviio sin aviso.	servicio	7
2570	anda pÈsimo el deco! se apaga solo, se tilda, un desastre pese a que ya vinieron dos tÈcnicos	servicio	7
2571	se corta muy seguido la transmisiÛn, muy lenta la interface	servicio	7
2572	es muy lento	servicio	7
2573		otros	9
2574	control remoto	servicio	7
2575	muy poco de novedad y mucho repetido	contenido	1
2576	facilidad	funcionalidad	3
2577	variedad de programaciÛn	contenido	1
2578	no funciona bien 	servicio	7
2579	servicio pÈsimo , se corta de manera intermitente , si no es el cable es internet , y encima los usuarios pagamos una fortuna , adem·s de tener que bancar que nos mientan en la cara con las supuestas soluciÛes	servicio	7
2580	no tengo ning˙n manual en mis manos para seguir al locutor que orienta, no hay forma de seguirlo ,estoy desamparado y sino resuelven este problema lo har„† sacar	funcionalidad	3
2581	el producto flow es muy bueno, pero el deco se cuelga muy seguido	servicio	7
2582	el control remoto se me da„ëo y no hay forma de comunicarse para un cambio a pesar de que tengo 4 meses con el servicio	relacionamiento	6
2583	tiene problemas de conexiÛn permanentemente 	servicio	7
2584	quitaron info del zÛcalo...prÛximo programa etc..horrible	funcionalidad	3
2585	viendo series o pelÌculas de flow a veces se corta. las grabaciones programadas de series a veces se cortan faltando un par de minutos sin poder verse el final. 	servicio	7
2586	se cuelga muy seguido, hay que reiniciarlo casi siempre 	servicio	7
2587	se tilda ,se va a la pantalla de inicio de flou solo se queda nogra la pantalla .	servicio	7
2588	el deco anda mal, siempre se reinicia o no funciona directamente, es un porquerÌa	servicio	7
2589	hay canales que no veo y no se ve bien y cuando prendo el flow temgo que bajar rapido el volumen por se escucha fuertisimo	servicio	7
2590	tengo 2 decos y en ambos la navegaciÛn no es muy buena, lenta, no responde por momentos y en general al intentar ir ver programas anteriores, falla	servicio	7
2591	mala atenciÛn de los empleados, y mala comunicaciÛn de ofertas y packs.	relacionamiento	6
2592	me gustarÌa que se volviera a la modalidad anterior de poder ver el programa anterior y el siguiente sin tener que ver la guide, y poder volver a ver un programa que ya se dio. ahora hay programas que no puedo ver de nuevo ni siquiera al dÌa siguiente. hasta hace un mes se podÌa.	funcionalidad	3
2593	funciona cada vez peor	servicio	7
2594	no es bueno se corta seguido no tiene buena filmografÌa	contenido	1
2595	aplicacion poco clara	funcionalidad	3
2596	anda bastante trabado y es dificil de maniobrar con el control.remoto	servicio	7
2597	cortew de servicio	servicio	7
2598	me gusta 	producto	5
2599	el deco que actualmente tengo, se cuelga demasiado!!, llamo a reclamar y no solucionan	servicio	7
2600	problemas para reproducir contenido y poco contenido. 	servicio	7
2601	se traba seguido el deco ... tengo que desenchufarlo 	servicio	7
2602	muy caro	precio	4
2603	es demasiado caro y la ultima actualizacion de sistema falla. tiene problemas al poner los subtitulos. la programacion esta corrida en horario	precio	4
2604	se corta 	servicio	7
2605	me falla todo el tiempo 	servicio	7
2606	a mi no me anda  bien pero tiene muchas cosas buenas 	servicio	7
2607	por ahora buen servicio	servicio	7
2608	muchos cortes y contenido pobre	contenido	1
2609	no acostumbro efectuar recomendaciones	otros	9
2610	es bastante caro 	precio	4
2611	muchas pelÌculas hay que pagarlas aparte. 	contenido	1
2612	la version web es muy lenta para cambiar de canales y con el box todos los dias tengo problemas con el control remoto	servicio	7
2613	no me resulta ˙til. y adem·s en su momento no me dieron otra opciÛn para colocarlo. y me est·n cobrando por un servicio que no uso.es decir . ya hice el reclamo.no quiero flow. y si le doy de baja el costo final de i factura es pr·cticamente el mismo.	precio	4
2614	el decodificar suele fallar	servicio	7
2615	se corta todos los dÌas de manera intermitente	servicio	7
2616	me gusta cÛmo presentan y el contenido	contenido	1
2617	no me da nada diferencial	producto	5
2618	poco contenido y deberÌa ser m·s pr·ctico al usar.	contenido	1
2619	la plataforma tiene potencial, pero es lenta, la interfaz a veces es confusa y el contenido en ocasiones deja bastante que desear. antes de alquilar una pelÌcula no aparecen los idiiomas disponibles y el sonido, dependiendo del contenido, puede ser bastante malo.	servicio	7
2620	el deco se cuelga en promedio una vez por semana. el control remoto es malo, no toma la seÒal	servicio	7
2621	altos costos	precio	4
2622	desde que la actualizaron es pesima antes andaba barbaro	servicio	7
